per,ncli,nd,mttr,nticket
7,f2a62f9fb00e901ededba2905654a797,5029d8cda6d7259451ea4b805295fb6f,12.05,1
6,c71115d29fd37b20a955e11dd0dd57e7,4485f29e51934406f707fdb6a5669522,2.6,1
4,67be674b83214446c58e52e4f9bbb338,d79e126d195ac81f02b5d29e83389322,0.41,1
4,10e508776669b3e2eb0be415e6b036fd,3f2b4d49f87d020f506b3640cf7af097,0.0,2
2,f50b6407f5c40c04b2d38c2c3ebb2ff6,8195b0961daac78572cae06610ffda3c,3.44,2
7,7053a2525bf75bc8ebc2119aa9392d78,60ed78df2b27e077d185f5f1f157efe0,458.72,1
6,ed5938847d43446f39e015564c0d09a2,56392ddf0bdeb5d4d5c72941ee54066e,3.53,1
4,c3a013375cda8a4e21fe0c4fd297c58e,761428b8efb2817f8ff7a106b8b2cf40,2.45,1
3,c878c252c95e0c75f5c47fb8c82e4e54,5c66a5f7ae3499375fcc39eb00ae9ccc,8.05,1
5,9712a6c42fcf7c41d4a5e78ca8025b2b,057b5ea2fe9f3fba790ff0699c2c08a1,1.77,1
7,9e8b1e2a84f18dee148860858a86b0b3,4a77794f2899dd6fbeabaa610d872450,6.03,2
5,4cb4cc125da8c0e4381e73296e88604f,ec460cfca6ed7aea8e5a21cc976fdb3e,3.735,2
4,2da07fa6cccc7eca3bf255b44c3afce2,960e1358ca5db972528e964dda08020f,16.52,1
7,ac22a72e4bdbbe98e90b145ca992069f,cdfc2fd5d7e8e9508c8ed930aee1ceeb,18.62,1
2,86af152f82a6257da8642c892d145ed1,2c2df6e32d61d28a4dd5d6dc66ae02b7,0.98,1
7,921270b7fd34f36af6daf8b5b768535a,07729e615789546637f6024fc9231e39,36.85,1
7,d6e74cdbd714d0295ba3212fd6047f29,2257084f1b911fa17e2293fdc0747ca1,14.16,1
5,4ffaae0d5d978ee1c7dd37c36b0b09a6,438da25c34cc4e4ef1c1de257a77f7dd,2.09,1
4,a0e285f0cc49012842d44675e937cfe5,d8df53518ab8a1635a6fb71bae2468ae,2.48,1
3,2a92f71679f6e6ffdef925c46b0deb9a,1229ba2264a8685c99d12d3acc9d23e4,12.56,1
3,17043753000d1e5394f1fa6bf155faef,5799457d24ab40b943fb9591cea54b8f,16.83,1
3,f12e9c9dd7202f7c8da33b7762d9fe43,ad7df77a962ec5abe0cb2c450bff350f,13.61,2
3,25a1f164fd6a581e3374c2f70824749d,f1989fad63e7734fa2bd8b20cabbdda7,4.756667,3
2,a28ae26f6ce3387e0b679a3b5f64e26d,2cf9674f8ce7a4f7816b4b17a2b33fc4,2.2,1
2,3e31e714cd48fcb46d6741a03c5e369f,40cf219d622dbb20177136c72b91d3b8,0.95,1
7,013e6d61a2b0b0f1391f937f4b9f8ed0,5d9bdab4017bf9d27d6a86c4e4cbbb0f,1.5,1
4,79743a33784d0dacd691d12e48228341,6e07419ff0be5fa23e7df7a17c5e59d6,22.97,1
4,bba269978595be53b0fb8c5ae11ce0ce,3cf571de36e9e0fdfdbd0555a91681e9,3.28,1
4,89a4621544dc2ff13c5cb9a9ba2ae3bc,efe8d54ebea3857999d5c3679ca01add,0.0,3
5,f65512887b558f81533c400d36f741c2,3cc9179641d1950d963800f8dcc550e0,3.03,1
3,9fafade363734c9cecf88d8151ddc98c,913f521f151771085f934cb461a4c94a,7.576667,3
5,34c5b0bb2a285b3f7bae8ef01822b99f,cac693f59df097e3fb3655a0d42d37b9,12.97,1
5,dc460ed14995865144f3ca77a104b44b,d8c1c7c659873051094f2dd64c3a8682,21.56,1
7,7ad9ea466597be231165fb626bb5687e,94433bd014478dfba24d86e4a19bc563,3.64,3
6,0d12bf0854167b60a8a3ae013ea59540,f9917d5e9f3c7d4ca16f2a4ead622375,1.83,2
3,6579f222d1f74da9270917a58e2d01bd,37a7c08ed22ff4a3338561abcefa94e2,26.44,1
6,9da781f78ca060a13ac8b0d26ab2e6d3,82c9a38dddade56fc2c693c968e59584,1.44,1
3,461a7e879d41b79d1db695bc1985f49c,6230e52807901352fafb8efbd05bb3b0,1.82,1
2,cd01320b78d889cd06941601e61424f4,5276d84a445afbc259980724e3213671,15.82,2
5,ece56a0cf186304e57dfbee272b543cc,b8ddb5a0a231bd260983fb31ae8ebc42,0.17,1
4,df41cc10e385a91f49e6a3f72d92316b,ff083c5414e7aa3f23290161c29bfa8d,4.31,1
5,0f970d86d083485af65563169cedfecf,db8989837a1a20aa5d9f5e74390c0d50,3.31,1
2,da70ff9f274d2088cfc9012747ad7344,c864cf85c31a410eb305c438ca7db272,1.26,1
4,24af169bc77dff0cef533b1875f83fdd,9f6d31c62f76a4cdc7e529e786f00d8d,6.55,1
2,17350aca1b90676417dd769290f6e52b,1bc2ae1e7a40d3f4c6cf992bbf6013d4,22.0,1
6,3ecdd752f4d7a0cb29b4eea9bd495dd4,d903875e27ab4bb3f222641dfaec91ea,1.35,1
7,9fb6c985e58087e91d5f25da6abce5d1,e1b05bf0631d273ec5b3c368aeb3fb55,4.07,1
5,3253aac4aa3ae3801dba18b1c2bd05e5,5e01a420969b443602ac9684348c2474,0.41,1
7,3912437e8c4dd6f3b0f343177a652d60,b79c64043127d07d9f6e8afa997398d1,2.72,1
5,02baebf288179b39a96caa559bf7e31d,4b355ed84325fc93456adf8a50ef017f,0.98,1
6,f454c2ff5fdfd2e1a387d395d2221a64,7cc23a864c3d0f4a68966e235173ef9b,24.08,1
5,9c8bf68d791d084ddcffbcff7708afd5,2a63eae54923fcabe7b78be02300d957,10.9,1
4,69a3c1ee2913d9e180e5f44678777bad,2c7f7001d965a7e1c286a3214508b9a9,0.986667,3
5,223a1ce7065bc6d84e9fb5e715bf332f,5f89d5ab9cfa78713b867c418725a192,1.5,1
6,6df5186bb0e9f81dc927a33623c030e2,37766d4202be346a1e30fbc58db12ceb,15.9,1
2,11516fb7cd77869c22ee3799ef109943,fcbe4ab8c21eb9501ad2eefc6cf7be5d,0.8,1
4,0aa3c5da2a2629ee7cf09f2f127ffcb6,d45e9c3587240e2c2dc36f3cca373ebd,0.0,1
6,9e56493f0fa8c65a2afd573f8481d5cb,01fef4ca1e87e5895ae6a7de7201cf5f,4.47,1
4,8d46d1924d745137c638dd0e4ab4fefd,5585a4db77bc663af5d71828df6c8e7e,4.87,1
3,93065e05db99c6a9ed743ec7015345ef,221dedb21c2c28459b014581f494bab9,0.0,1
2,36d3643c4af44d3c299148b74bddc65b,cbeefc3b1a9865446960678deb9db7dd,2.47,1
5,b40f787f22b052d0766b25a6983a8a14,db8ee477f93232967557e4e1db9a78be,1.24,1
4,f982aca2b537070f5f080a8b78289222,9c80e6076232f51f6c3264288076dee0,0.0,2
6,f7370ffb726b957cf5334e6b47e2d636,aea50729b37a7150a6f4bdefe6c981ca,2.68,1
3,3df53193967a8ce6a58f2aacd10bad4a,7aff61d97dbb3c89697d9403b6ebc9f0,3.32,1
2,46fa35e33b3f691db49f92ab34345f28,b471b4fe5071983ea6bee2d55bb83f3a,2.01,1
4,f7d8eba3ab0a22c88107500c285493ce,cbc76740fb773713c670ee9bbcf7559d,6.3775,4
4,01679e15893404741320d51160e7441e,41dca40221d0b96478a66b39439354a6,0.0,1
4,3f9abaf7cff4158a6fc447df92c17289,85c77f2a87c60199cdfc739af5eb0d6c,1.99,1
7,7dd7af58e6c98346c5d0cee1db06d7ca,15ff6c0934716c7c6b5fe483cd9c5ee6,1.62,1
5,90327e4d5b93742cca389e05f7fb61d9,29bd9b5e46feefecaa9bf5583eb4aa65,13.47,1
4,4959179931038de9ec9beffc933e68a2,28aa53361ffb62c552156a9ee48450ea,0.65,1
3,11fa3acc6259c8bd8731c5e9e09cf395,9543bdc2b95c637a2e73b2080f11c9c0,0.0,1
3,63503d1aff5ebfa759efd64d4fbadc1a,c4109f775ea7c582088fb3ced92682a3,11.6,1
7,083fd2f3d5a643da95fcb5d1be3b0d32,7ac92285e8da97131ac40e4cfbf8c34e,1.25,1
2,72633708d4a3380ece14bc0143aa18f4,e663285f69d7351f7413d8eb97bbd8a6,3.78,1
5,3b4bc9e5d55d070cb8ef2f74db77c832,282f38e73c02fa16777184ef77b9c156,10.43,1
6,b89a967f85b38bd641c542b2d7479eaf,54d249bb46283897a4aa9d72aeb26329,1.55,1
4,e671d5febe76aea60b583e1102ba3f7e,e0ab4abd17f7e9bd535ff20e3a315792,2.23,1
4,c15c261b618c404a38e0692d5efcf05b,410a520337aab10fdf241205d8a14161,0.65,1
3,15781fa52e57bb9d660510e3f0361777,b31b3c9ea7c934651a4896364b561888,0.2,1
2,a3a6682f29317cd4cd82cb676310f327,fe8580f42974de341ecf1a8aba50f28b,0.0,1
5,5398521f028f720912cf15bd06fc0a7b,f64232b9a8b988285336ad8b3a2ef2f6,2.34,1
3,ca84fb06f77b87f174b6e2f2a82f9d64,a2779baf92ce8f93a22dbd7fff7fefec,1.68,1
6,d8963177fd6ddd5ba87e41e2a99cb418,cda4b01a5fe2b63013443de1c94656f7,1.54,1
4,908d99d084d7fbcfed522ac882c05753,2de68c91d1942d1e83a66292e9a1f208,2.58,2
7,76d4e86d0c1f164e8e098436f39b5f9c,769f01395b33468f406d75ade44c6b5e,6.9,1
5,c32834d3dc7718b9d99e5cc1c8d6fb64,ad6cbf3220a3d982937c51eaef0f75f4,5.97,1
4,86ca77850418531faa1447b3e520f023,d4a697842865ef7c5ff360684793fabf,72.47,1
7,832dca37f43f29023422ba19ed45f78b,a760312944377d2239e66dff6aa38871,6.56,1
2,19221524d3dbefd807bbdb8c3ba26ab0,b6a547dc38139aeff0346a5966b8ac54,0.0,1
5,ebb602f1e1c99bb74674fabac8f3f580,fc39908d44ef8d9aca18b1b8bdaa0357,0.55,1
3,44bfd37023c3ef1b86e7e18cc4d3ceb5,6b4224bf0e2cfa59e45e71cc782f22e2,0.03,1
7,a5d318bab8fc1b039099022a6c38b4e1,02b67ce07823d2fa9108192007effa37,69.52,1
2,3a74756be1d516022038e0eed9ed86b5,bc982626d97a16545b205abf729b1200,21.08,1
2,d61db331464c9c5874af7a1bd50f63d8,e7e2275fe1ffca02b1b67be19a1ea73a,0.0,1
7,f07c284b17e60f1f40fa769e8ed46dba,9a9c0d21c21e1586abdab975baba9458,3.3,1
5,4bcb58971e5fbca76dd90024379e0c0a,d9f9087cfedac58a7bbb60f7ee99436c,13.48,1
7,2d0fb2f431b239ce2a89bd45ddd2cf5b,1c868fda734ac1046ce7bce859fa7a41,25.6,1
7,7645ea0a7652244c945f213da0cac81d,5c4b16df40fb5b252d69ef850c32bf1d,6.61,1
3,f7dd2c0cf4a8fb0d70636e2598b9a76a,074ab7b3b45fa2e76a5a246fe3bbc49a,15.33,1
4,d48279a01f28c79e0295e2504b895f4e,204c0cd3c8bf1b9f1c4d64543558eabb,2.193333,3
6,abdebe3ad85fd02e8a2a898099fcb26e,3718f4061953ab65d61b570ea5b9be86,1.58,1
2,345456500385f3dd6f8d3146519aa23f,70a895963f7ded41d74c254c7ab56ef9,6.395,2
5,599d6ac310a96466d851b7a6e88a88e7,c5e5002268de068754dbf9d4b8097ece,2.27,1
4,f70b11e90ac115b8c7c45c8d4ed220a7,b5a0c70d2075681be545fcc7807d8f1b,0.02,1
7,41627d22f7a38a9e823ff5e932f59079,c2dee72d20c290dd68b183ade9174dd7,2.47,1
4,480976f4a027488158bbc8049741b4bb,25094a29c6e4464f7bff55644bee6702,0.0,1
4,9645466d96575861419870c4df5ef69d,ab1635b7a3f3c51b53a509dd799ca110,0.95,1
3,2be79c25cff40abf8c7231a403516103,547a79e3ec7d2a95bcde9909eb54f350,4.14,1
7,d19ae034ec841cb8d222b0202a856979,22b2a98c685396d997230e2d12cd3374,2.11,1
2,30d5bb3ef783ef2dbf45a658610fad48,a2c848d83a2f471d92bc8d4b0f807a43,3.32,1
7,3db4272cbb1430831ecb86af1c40412d,3e40b99c4ed2e5221f97532c7f959c64,22.72,1
6,93e62b555b339d017191f9366d647a63,99c9bf5bfe95e2b92e5a88c8c24b921d,8.22,3
7,a4a2da580a19b81efc3697646735ba69,06a776747942ee6c0d177d5d063dd975,15.52,1
4,d1744055a45c7d7011dd116c58432f1f,fb27006321d473eb27a7eaad59d70dcc,10.52,1
2,c4a0559932b182038f90ca2923461f2c,05da679f5355926a54e6d2c5c0d0e08d,20.07,1
3,3773a8fe7d5a9bbabffdba7e98dbfd10,b65876dcf766c91787a4fa0fd74167ec,1.0,1
2,729d8dfd34524bd35c7affdcea30041c,4d185ad24975085319939dfaf8ca5cd7,20.49,1
2,91bb76fae9d6d43e469ece7257188b52,f8dded642b530eff316afe83a571b135,15.66,1
6,3c6245a203d7fb65d2aadb4def442279,57332bc020a15d38b59e157d6e61ed3e,16.95,1
3,9af4e9dd7e04eaf99051797b1f1ed495,b2884691c18b4de022ac66e7483217b1,0.54,1
2,971c8f19ce8693ba92c2ce24797cf47b,a554565eda858a1294abcd1a8ef2266b,0.61,2
3,7f1de29e6da19d22b51c68001e7e0e54,1626f5954a7d719ef1127244e8f18b0b,0.0,1
6,68acf088d453494ebf074a84e9cd97cc,2ac88eb3e12cdd569a36e89791c76671,2.645,2
6,e68ef5302062ba2b00aa996a38488867,5543b99597797a3a23d49417d9e571c1,1.73,1
5,23884d8c1b5d3a9ee32d9f29bd5bdd87,4dc5e8d8cf07532c4d2e167ab4e52cac,13.42,1
2,cd452289221d572ee54af08de2d6fd46,26867d5782d30a4ee0763cba2789e771,0.0,1
3,28d1b00ca75570139bdeae5b7dfc9030,24bf32137b714a1d1f871fc2accebbf4,4.416667,3
3,355a7b97033989c6c0f77db8cfd6eeff,08de944f63cf73cb57b62cf53a54aee1,16.36,1
5,45eb0fbfd80bd9a1c0e73b37ca549219,3fcfe903be3b222cc2dd30902cf96009,9.15,1
6,ff58ae41b203b435fc87010062efa7e3,ba8b0cefd318237f1566b02f15a81704,3.21,1
7,60d2889af540d39a198154e3733d58bf,5dd049c49480e49d75c110ffbfdea94f,1.68,1
4,f0c2b7d22a147c4060ebd99f97190ee1,7005fde5c93eff53f0c394d6a0a71523,0.36,1
2,fc24a2830afe41d8adbbdc3a74ece620,b37a2e71067e9d6f7157a7601e34d19d,5.12,1
3,945dedf57e8edf4c54a64d7ffeb8c89d,872d07ff13ef3c6df8190ddb3b3caca3,7.02,1
2,34ffe3acf833e9ed5db2092d7af9c5ac,9c997d17d5d6f73bec203fbbc735f125,2.43,1
5,3d1e99bc3308070bcb5fe22f1a383892,b9e423847a582f531a42878f6347699a,0.2,1
4,9ccac23f30dd6d9a17ae9b7721f73e62,4cbbff6e94bf98523a37fc7169c9dcee,1.59,2
3,1002b503212010f1cb7f1f318e5a8b47,a55f0c12eeafa5d2d48777c8a847621c,1.27,1
5,10ad5e4ae36a0c99a82f63318d89c310,944a800fd0e06695f2944c979058370c,3.3,1
3,fe2e5f95625d117c2bbb06d662e14c2d,76defc417779dd8504205e09f1280681,1.69,1
5,8ff36c4eb23ae4a5038ebd97f8ca807a,9384b18c66215eb1820402eeec736076,41.37,1
5,8662fcc605d15e89a8648a4ac9db12a7,d29953dde15f7a24308ed63425570dea,15.23,1
4,92565aca06fcbebd8de5552d3f4cf757,e8646255a85da44666e9efa792704f3e,24.38,1
2,6ae984118934e68f43f0b52d378b3dec,42da8b0ae81f1fa05cf3f6e324be9e0c,0.0,2
6,faa12926daf9a01f6503c7a895802bca,fa1938133aab7e94ea49c919f54ffea4,3.42,1
2,008bcd01817c43737493ec1eddf81a37,8f6cae66ae582a40e02581439275c8b2,41.18,1
5,d4d937ff3455902554765af40e0657aa,c40025bbacbe5307a9dc0f709dc60e59,0.89,1
7,dc39cfe3133af9abca1b4de7e4562897,c8f6720c66e1ab3fe9347aa268c2eaff,32.47,1
6,8ed89b14fe40b71b022fc8232149e6c7,15573b36e3c1ccd4c9ff01b43da48b0c,1.47,1
4,57af871c88908cd432a94d917a207555,d174b3f89317a43f5e8f2b989a86b4c2,4.13,1
7,656b3c4e21d4be3f99ce0b935e7da7c2,1e681eb028b08135ae9a64569fbcf166,0.2,1
5,e54731e5b242045eee16e32588c1a162,9f1b1b86acd1d4f8063db60b872a54f0,15.15,1
7,15763144c33f840bee93cc47cd7575ff,737531a38514105f7a21269faece4a06,1.496667,3
3,90a641763208b87fdb087769f116770b,d1884f88110d3f5c2ce0d5da4ef2d673,21.58,1
4,2c37b2f4b43a3f258f6076fddc0e820b,f3775df768451f6299e4dfc429870a67,2.225,2
4,0eaa422b071cb63b9388fe602a4215a9,aa47ee213fa8263788931d19453ec1c5,0.583333,3
4,26091f9f977aed29aa8f9f542d4d37c1,10cf2bd436be3bc151d852a69afb1d70,0.54,1
5,86af152f82a6257da8642c892d145ed1,2c2df6e32d61d28a4dd5d6dc66ae02b7,8.76,1
4,1bacf01d18952343c77eb1ca18799bb1,95835dfd05285b52028670c712525b5c,1.35,1
6,b7a68fc669aeb21dae927e7924e39c8d,3fb0c812d6f66ad1a32e03fd8e0ab958,31.12,1
4,67557558797ca62fb33eae232eb1fd53,e81fe9503c6c12ff8043b52d5c6c5477,21.12,1
3,5cd2f23ee0887cb8ec7281b8036bfa2c,a34a5f116e06ac0ffcfee0e569d22779,2.38,1
6,4a9936a2423871a8ae652ebab19d5ff3,dcc7744edbe4344b293e1e50e1933f46,49.03,1
2,a4b5f9a1854cdf6a9d9c38a234e375e8,f2c62254f3c8fb47c90dd3e8eee7910d,31.37,1
3,10bc7b33471d87723e8a04bd6cdfd2b8,83c798227338f07251e2799188aa34a2,0.0,1
5,f15e37e56430efc86513434a701df20e,4457ee53e6ddc80af396620f99cbec64,1.9,1
5,d8a964732c1649326a5a9b8b5aa9b021,73c8205ca326a932086cb2281cba65c2,7.17,1
5,f28bac2e91e1b599ee102e32f7160e3d,e171eb1156283b97ba8cdb50f4c51820,1.2,1
2,d74414a2d76d3288ba356380e6fb6a27,cc9211ce35117083e6c1fcaeb73afbee,0.0,1
4,910da8cabf7b195edacd35cc2571d0ca,215e4320f6e3363ec03deff1a796a5b0,24.04,1
3,3d115597f5ab79370ebf32b859e5e6d4,505d024b10c405a0b21b1696334f2b94,3.79,1
2,e89a9e05f4072c1c358517c39a013b3a,425a36143cf18ad74f36ab929f8c55f9,13.98,1
5,89eb3d89a801b70711c299757c911833,9bafc81243cc32a654d0ef918abc2112,1.82,1
6,66d2d6f73ef4dea8cbb1b4f803d16e12,3217aa2b1592486ac6a1861fdfebb7f5,4.89,1
3,d3ddb4aa1d875445abf42da8a2250712,cce3cc202ff0be89488709db0c3dda87,0.39,1
3,fce5e5640b19215e0fad5088b90a4729,9a16655b7280b03f10c58552b59d4ad1,14.91,2
2,7e83028d574e8619e610d06c2d87341e,740e1e4cfdc766c3fd7398dc2a68d52d,2.22,1
7,6a0edfe20b5925ff9ebb1198d47a6137,07354c5c7952277a43177c8aa9b134f8,25.7,1
3,f23b2860776cd51dc507b20ca20c8da8,76a220db9e065ad943fbb390bd66eead,3.63,1
3,8771f7ba92c8c8d20e60680a1b443d80,1c2e8e3df7d3c8592cc5c9a3f90ae404,0.0,1
6,ae9d2f5d1baec502c00756c7e26ce277,8de7a71efa850bbcdcfe8dc8c887dca0,7.61,1
5,d38e7988d5a1e80f716faac586456dc2,7b57ec4367c8b36e39bccc0fb5277655,47.855,2
4,9318f58ee25ae91c666bdb40a121a6e0,e253a2115b5610997c828d228f7ab333,0.0,1
2,4f7b86b44de8fce1b0e6a79102533534,cf3a736c81b0427ad7488f947ae44527,1.55,1
4,ec44f76eb2497de993d8b010135819df,31fb328a78b145afbe23728335e43af9,2.95,1
5,25ce70194d4a97179924d54835b23250,6217ad53d70bbeec6de19f1e18fbfc2a,7.69,1
3,c16f86cc78773d694437b07d9a3b4bd8,e6d309e28274c9dd4cd3ec1561f34e56,9.17,2
5,82ebf8464d4820acdb07d6b92bbb02a8,7742cd896eaf6428c57a778ce396d3d0,4.22,1
5,f1ac9f3f2f9e71e34c7b4c398b0b8b71,0fa1ef21602c2cd83f33b06ec4989689,0.635,2
7,9c13b5a14cb3bacb5e586165dbc6f184,210a718de0f94bda116cb06729e16613,7.28,1
5,eaf1219d64b251edc7b9f0eef2ccc96e,aad61a7eb760b88cf5062c0f0061f758,1.8,1
4,fe08a2eb74113ff156317139a9557b3b,21dd4afa24eea013d402110a779e725f,1.54,1
3,ddb6acd44840cfeeda45800b1e648fc3,97cff920a05baede85fbe4eced358940,5.79,1
3,001cedbb39e8e0dc7e42a61e8eaec6b2,1c97813af898dd1c5222f883033bfe74,25.95,1
2,e87c6cdec3f44c8147e6052afea2da77,27547ceb1dd21d0fba4d451069557714,9.506667,3
7,0a1c0d291c491bc75e9589743856ade2,5ecf62990331b46d68d168416a45e9cf,3.39,1
2,f23e02b4aad571ee05926ed257e99865,bb5853e351f1f9de764ac39508c3a886,2.92,1
5,5d3be4fa61c00cf2679dedcd7a74f450,60ff2d48232d3886b6ef736ddfa8188a,1.71,1
2,d20b216e0575d8a807d255090d50a978,0f1e7daee999cd2bc4b5ecf51fdfe634,0.0,1
4,91d53871e23fb048e19319915d9d5370,a796c879b344b87f84506488ec50314c,18.2,1
5,a5cdf8e0e9f6c44fb426c418ca3dfcdd,d5d044ea3eb89538b3881eee013ef438,5.45,1
3,7e245c779770d4ccf473719ac35677ec,856fb4f58f61348c7e391679b2d4b815,0.0,1
5,57a919338e92589f3f5c158eb08c1a9b,edf3182d6bab796ae25fee0d616164c8,21.15,1
2,a285b55f2c181dfa85eecead1a1acc6f,d23bd62431f98b0c31ef870f913d6115,0.92,2
7,15a14bed1d546fc2e5e631c09cab4cc7,ed14df87edeab332b10f0558bddb3d51,7.12,1
5,8fa62209c8faf5a9aedecd90e1c5780e,9031eb6b53652045ad841eaf897d2a41,18.62,1
2,f1fc787fc47b226d5060743b27029985,91eda7199b6a4735b1ae1311c507caa6,5.0,2
5,5e653d9104d48fdf0ffc242f6290ca44,a06bc413ce9b205fec12ff13183d8c7b,1.81,1
5,7e3bd766c732e648f229cd3b6aab2e02,b472f34c3e06cf33bff2a0dd2b81c7b4,7.495,2
2,ada75c528a3fd737b9ea469205a626cf,d7de2ff9f7e2c1956794a580e50da863,0.0,1
7,5acbe4a135b215095093c38fe82475d6,5f05c0ad97fa821273c39bf4b16bc6ae,1.61,1
2,f84b588f72d8bb8c4f040ac2c4f6735d,5af70d6ee54f1e426a533b9d534c9249,2.49,1
7,8c4e96c198b3c7fe83e199506db9dda3,77ad96fc287683a95ecc373eafcb8c3b,3.58,1
5,2cb5e8b9f0ff62bd82aa47d36eab96fd,d825d990996734b4c8e47ca13b7a19c4,38.605,2
4,2046b07b53f7006fee547b7e028b4208,5f71b42ebb78e316f2241df546a3cbd9,27.69,1
4,0b08ce0724d0bb6b63f59286c7eb82ce,87f0bc9fb59bbfcfc835817c7874a9aa,0.0,2
4,4ab3f2f96fa6af0db0b793ecee0b7015,4b5799a63a53a0eae104f3c29f0fb354,7.39,1
2,a795056d1fc8e0d0447b2edb101115fb,b9cc9a6f180744a370dc2137386c1767,16.69,1
3,31d7e6538b36d7d636ff9a5bf29b5d48,7afc6cd357bd7faabb483a7c22daa9f2,3.85,1
7,b9032e7fa677c72f6488bd967cc7866a,68b86711363b07e2e65921175b1e295c,2.74,1
3,368612d772952c3ba85fcc79ef409e54,9c074af4ab9ac64adfaaa3eda4052f7a,0.0,1
3,f893bf1a391b5542e16c587c2350578b,de68e97117ec597c677c100ebd0c9b6a,0.0,1
4,587ec14e9ccb1dbcd8d11e1b50380690,aeac92cde1d01fa5ef05e76b43dc7402,4.35,1
3,8791b95ef51cc957c70edfc96fb43a24,ab5893f2d1136f1eec83b60a9193e1f4,5.13,1
5,3030a8c410b2e05e52a1a5bd72ece0ce,6ae1cc41abcacba616d80a957f57b14f,32.25,1
3,836258a52af1503808c20feabf6e55e0,ee858e1216c28f68f64d31d90b5a9d80,0.0,2
6,ca835b7b2ec4df726114fa7ecb355b35,d7ed46ea6b56a3e60bb6070be29b4fa2,24.75,1
3,8fb333cc038b36f26218aca221883e45,be4d6cb4b6380a6cec26724eae64e068,26.195,2
7,31f5e920518687649726931018a28e69,065718096c61b908bcf3d9890b20afcf,3.91,1
6,6cfc239c226a0623d98622a5e8edd445,a30de07974410a249d6de4c20a697d0b,0.98,1
2,cae3ea98ef8f981db1cc259fc569fbb8,3a04b935fce3f181c772d86a504dd2a0,11.0,1
3,63aa5ada35a2625076250fd7e5fd20f5,2b7f32ca9df83b3be65896f9c565d0cf,0.03,1
5,0087d121dffee2bda7aeeddbfc61868b,e2c9ebd2e97cd7bf77af59014fb5a8f1,24.6,1
6,67b1a1c168d46d0cf33e847f55eeaf60,2ad47c5fb303feb688fd61ab373308de,3.11,1
4,083fd2f3d5a643da95fcb5d1be3b0d32,7ac92285e8da97131ac40e4cfbf8c34e,4.35,1
7,36586b703480cdb17b2172435ba787b1,d21b4d6dfebe15dfa64dc3fded627908,0.44,1
3,8e9080b55f2ac227be0bb87ca9b828b5,83d8695281856610d50fa2d097439bac,17.07,1
4,84b08dfef96782bbb4dc5de41680748b,0f482f9b594eed77142a8f665becbce2,9.35,1
2,b7b60ebc9fe86338ec956a6f086444c1,9ab7b375a9ca1595c4cfb722b16756ce,5.07,2
6,bf74f597df22051a53fb7a483c41a052,fccefcd5337f820580a9409a1436697a,17.8,1
7,e0c5ad178e586698cad6604c63d1b486,24e3354f742e9ad6784e445efd3e5ab1,1.37,1
3,c7a1b8e44ac535cb2ac4cae0f623c15b,1b7a63dd35c6c59dccf7d1f60259f5d7,3.87,1
4,21845e09aa758279ba78f4412319c9cc,b96862e7af389575e38a289a540dbf0f,1.53,1
7,4cdccca41c86f01bf02271925bb044d8,d9665d0f68c5445430ded0802c759a95,2.13,1
3,9ae7ab54f059868f628f6380ca9802cc,d82fa3dbf72c958bb1dc86afb2e8c9c6,26.93,1
7,4125bd6e2dd3e8f25c5d536c3d3f283c,f3c8f66764358c1b62aa8a7f407fbcf5,5.83,1
5,99b3c190794618713901309f151af921,56f0ab18f806913cee919960f2bbcd3f,7.76,1
4,9450671ac115bcb5a9299a49edac3a79,a3f587a6eef64a66b857583e94d29638,0.0,1
5,6cfe9659cf1d4691aeea627371d18eb1,e49a7fe91de231cf553c3281079a90cc,2.89,1
5,bd2c3039b5cb2479cbe315f737513b2b,2c5d6c3ab8ac2a9fc34353df141762cc,23.2,1
2,929a66579ea5af4821ba9ee33ada01f6,3c66300b4e7f4e2d03044b2e77d569c2,13.8,1
5,f2eb7f87ea865669b84728443eca751e,f3d2bc42ec089ef2b38c091bd76bd5ce,35.19,1
7,23f19f69456fa1befa6c427e845e9f7c,4b5b4bf9cc3bb2f1c6e161c1570f9674,12.815,2
6,8a817349225dea149a6d9a77481c2436,1d523535ee4dc3978cbac8b9202f8f1e,1.16,1
4,e85f1da9c0f92f71883c6d39c1536655,c80bace085122364780873494a394f14,1.6,1
5,b8a9472c80d18a02c38df29e90c7d15a,7c6a88f0f76d387a792d483155d4403c,3.04,1
5,938ea2d26661356bf63326f95eabb820,a53e99f99230a659739840d4ce522c2b,5.7,1
5,8526e8bda1608ca11a4169d7ca949236,54dfbc1b5338a09e931e9908617fcc59,98.77,1
2,bfb1d06d81504b413a482bb30fe79cba,adafeded78f7a67a99788d1cd8e9c5e3,1.51,1
3,31a980ddecca6d2aa95bbd3ac1d1d545,29b0811717376197ad492c7e1c97b405,14.06,2
6,f30c29be2a686a814e80a606301e69fc,adb7ae8a68fb44904810f113b8ff8da1,32.03,1
6,f9616e81f3b972f13c864f1a29831869,05c6aa95ccb65e69429887702a822376,2.03,4
2,f89fd39245d65398fb21d15a343a197c,dcfbc9e28c3bd6460a9cf363a210a563,15.27,1
4,93ba3c0322f798dde0c720e8a7ab8fe7,08a247661dabb6a93dbcfdeea07578e3,2.35,1
